[I 2025-11-15 13:14:04,852] Trial 91 finished with value: 0.338234649002552 and parameters: {'lr': 0.007786160536472756, 'momentum': 0.8223957669652214, 'weight_decay': 1.4745776422591842e-05, 'step_size': 4, 'gamma': 0.18567028342493316, 'batch_size': 2}. Best is trial 14 with value: 0.29629021406173706.
[I 2025-11-15 13:15:09,595] Trial 92 finished with value: 0.33125101506710053 and parameters: {'lr': 0.007363647908680205, 'momentum': 0.8279559840773537, 'weight_decay': 1.7275986919117755e-05, 'step_size': 4, 'gamma': 0.1608826119720394, 'batch_size': 2}. Best is trial 14 with value: 0.29629021406173706.
[I 2025-11-15 13:16:14,394] Trial 93 finished with value: 0.32076899737119674 and parameters: {'lr': 0.006691555471603379, 'momentum': 0.843162564035176, 'weight_decay': 1.020423425430213e-05, 'step_size': 4, 'gamma': 0.17436208393516855, 'batch_size': 2}. Best is trial 14 with value: 0.29629021406173706.
[I 2025-11-15 13:17:18,996] Trial 94 finished with value: 0.33230626076459885 and parameters: {'lr': 0.0026618096977327676, 'momentum': 0.8851202427069058, 'weight_decay': 1.9492335553636407e-05, 'step_size': 4, 'gamma': 0.1903820501786135, 'batch_size': 2}. Best is trial 14 with value: 0.29629021406173706.
[I 2025-11-15 13:18:24,417] Trial 95 finished with value: 0.32240132451057435 and parameters: {'lr': 0.008752161845211971, 'momentum': 0.8269228238772857, 'weight_decay': 1.2415530659245196e-05, 'step_size': 4, 'gamma': 0.19864117338338075, 'batch_size': 2}. Best is trial 14 with value: 0.29629021406173706.
[I 2025-11-15 13:19:29,809] Trial 96 finished with value: 0.3204989230632782 and parameters: {'lr': 0.005472372389828472, 'momentum': 0.831232273677929, 'weight_decay': 2.6924734152949874e-05, 'step_size': 4, 'gamma': 0.2828255853523778, 'batch_size': 2}. Best is trial 14 with value: 0.29629021406173706.
[I 2025-11-15 13:20:35,067] Trial 97 finished with value: 0.3287317332625389 and parameters: {'lr': 0.008103728906227986, 'momentum': 0.8473552501047241, 'weight_decay': 3.952610143631308e-05, 'step_size': 4, 'gamma': 0.20590760644715156, 'batch_size': 2}. Best is trial 14 with value: 0.29629021406173706.
[I 2025-11-15 13:21:40,557] Trial 98 finished with value: 0.3408168363571167 and parameters: {'lr': 0.0038613315571971287, 'momentum': 0.8577594491036586, 'weight_decay': 5.8675769785450955e-05, 'step_size': 4, 'gamma': 0.2197675591627846, 'batch_size': 2}. Best is trial 14 with value: 0.29629021406173706.
[I 2025-11-15 13:22:45,549] Trial 99 finished with value: 0.389751895070076 and parameters: {'lr': 0.0001307901881634156, 'momentum': 0.8098245047685617, 'weight_decay': 9.306581183006563e-05, 'step_size': 4, 'gamma': 0.26777737991366807, 'batch_size': 2}. Best is trial 14 with value: 0.29629021406173706.
Best trial validation loss: 0.29629021406173706
Best hyperparameters: {'lr': 0.009545592965947251, 'momentum': 0.821481641081652, 'weight_decay': 4.677198162075667e-05, 'step_size': 4, 'gamma': 0.21626022971723102, 'batch_size': 2}
